age,education_num,hours_per_week,workclass,marital_status,occupation,sex,income
45.00000000000001,9.0,42.456503748893745,Private,status_Divorced,Other-service,Female,<=50K
41.00000000000001,11.552610456943512,40.0,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
32.0,9.0,40.0,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
54.00000000000001,6.0,40.0,Private,status_Married-civ-spouse,Handlers-cleaners,Male,<=50K
36.0,11.817038714885712,40.0,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
38.99999999999999,13.0,40.0,Private,status_Never-married,Prof-specialty,Male,<=50K
18.0,7.0,14.999999999999998,Private,status_Never-married,Sales,Female,<=50K
28.0,13.0,65.0,Private,status_Never-married,Sales,Male,<=50K
54.00000000000001,10.0,40.0,Self-emp-not-inc,status_Married-civ-spouse,Sales,Male,<=50K
54.00000000000001,13.0,50.00000000000001,Local-gov,status_Never-married,Prof-specialty,Male,<=50K
36.0,10.0,48.0,Private,status_Married-civ-spouse,Machine-op-inspct,Male,<=50K
30.0,9.0,62.0,Private,status_Married-civ-spouse,Exec-managerial,Male,<=50K
42.99999999999999,11.0,25.000000000000004,Self-emp-not-inc,status_Divorced,Exec-managerial,Male,<=50K
26.0,10.0,50.00000000000001,Private,status_Never-married,Priv-house-serv,Female,<=50K
22.0,10.0,40.0,Private,status_Never-married,Tech-support,Female,<=50K
46.99999999999999,13.0,50.00000000000001,Private,status_Married-civ-spouse,Prof-specialty,Male,>50K
22.0,10.0,40.0,Private,status_Never-married,Tech-support,Male,<=50K
30.0,11.570397078990936,59.99999999999999,Private,status_Never-married,Prof-specialty,Female,<=50K
37.00000000000001,9.0,40.0,Self-emp-not-inc,status_Married-civ-spouse,Craft-repair,Male,<=50K
35.0,13.363355457782745,45.0,Private,status_Married-civ-spouse,Prof-specialty,Male,>50K
58.99999999999999,9.719519972801208,40.0,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
37.00000000000001,10.0,40.0,Private,status_Divorced,Tech-support,Female,<=50K
