age,education_num,hours_per_week,workclass,marital_status,occupation,sex,income
45.00000000000001,9.0,40.0,Private,status_Divorced,Other-service,Female,<=50K
41.00000000000001,10.0,41.74667441844941,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
32.0,9.0,40.0,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
54.00000000000001,6.0,40.0,Private,status_Married-civ-spouse,Handlers-cleaners,Male,<=50K
36.0,13.0,40.0,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
38.99999999999999,13.0,40.0,Private,status_Never-married,Prof-specialty,Male,<=50K
18.0,11.323086678981781,14.999999999999998,Private,status_Never-married,Sales,Female,<=50K
28.0,13.0,65.0,Private,status_Never-married,Sales,Male,<=50K
54.00000000000001,10.0,40.0,Self-emp-not-inc,status_Married-civ-spouse,Sales,Male,<=50K
54.00000000000001,13.0,50.00000000000001,Local-gov,status_Never-married,Prof-specialty,Male,<=50K
36.0,10.0,48.0,Private,status_Married-civ-spouse,Machine-op-inspct,Male,<=50K
30.0,9.0,62.0,Private,status_Married-civ-spouse,Exec-managerial,Male,<=50K
42.99999999999999,7.011101305484772,25.000000000000004,Self-emp-not-inc,status_Divorced,Exec-managerial,Male,<=50K
26.0,10.0,50.00000000000001,Private,status_Never-married,Priv-house-serv,Female,<=50K
22.0,10.0,40.0,Private,status_Never-married,Tech-support,Female,<=50K
46.99999999999999,13.0,50.00000000000001,Private,status_Married-civ-spouse,Prof-specialty,Male,>50K
22.0,10.0,40.0,Private,status_Never-married,Tech-support,Male,<=50K
30.0,13.0,59.99999999999999,Private,status_Never-married,Prof-specialty,Female,<=50K
37.00000000000001,9.0,40.0,Self-emp-not-inc,status_Married-civ-spouse,Craft-repair,Male,<=50K
35.0,15.0,54.910334348678596,Private,status_Married-civ-spouse,Prof-specialty,Male,>50K
58.99999999999999,9.0,40.0,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
37.00000000000001,10.0,40.0,Private,status_Divorced,Tech-support,Female,<=50K
46.99999999999999,9.0,49.806216359138496,Private,status_Married-civ-spouse,Adm-clerical,Male,>50K
18.0,9.0,25.000000000000004,Private,status_Never-married,Handlers-cleaners,Male,<=50K
34.0,9.0,48.0,Private,status_Married-civ-spouse,Craft-repair,Male,>50K
34.0,16.0,59.99999999999999,State-gov,status_Never-married,Prof-specialty,Female,<=50K
44.0,8.0,36.0,Private,status_Never-married,Transport-moving,Male,<=50K
34.0,16.0,50.00000000000001,Private,status_Married-civ-spouse,Prof-specialty,Male,>50K
25.0,13.0,50.00000000000001,Private,status_Never-married,Exec-managerial,Male,<=50K
33.0,8.797336280345917,40.0,Local-gov,status_Divorced,Craft-repair,Male,<=50K
35.0,13.0,40.0,Federal-gov,status_Widowed,Adm-clerical,Male,>50K
27.0,14.0,35.0,Local-gov,status_Never-married,Prof-specialty,Male,<=50K
24.0,9.0,40.0,Private,status_Never-married,Craft-repair,Male,<=50K
32.0,11.0,45.0,Private,status_Never-married,Craft-repair,Male,<=50K
27.0,13.0,36.21594327688218,Private,status_Never-married,Tech-support,Female,<=50K
33.0,3.0,40.0,Private,status_Never-married,Other-service,Female,<=50K
33.0,9.0,40.0,Private,status_Never-married,Adm-clerical,Male,<=50K
23.0,11.982228815555573,40.0,Private,status_Divorced,Sales,Female,<=50K
33.0,7.680053174495697,40.0,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
45.00000000000001,6.0,70.0,Self-emp-not-inc,status_Married-civ-spouse,Craft-repair,Male,<=50K
45.00000000000001,14.0,37.0,Local-gov,status_Married-civ-spouse,Prof-specialty,Male,>50K
54.00000000000001,7.450902670621872,48.0,Private,status_Married-civ-spouse,Craft-repair,Male,>50K
29.0,9.01012396812439,20.0,Private,status_Divorced,Other-service,Female,<=50K
50.99999999999999,15.0,40.0,Private,status_Never-married,Prof-specialty,Male,<=50K
56.0,9.0,70.0,Self-emp-not-inc,status_Married-spouse-absent,Exec-managerial,Male,<=50K
40.0,11.0,40.0,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
28.0,10.0,59.99999999999999,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
30.0,13.0,40.0,Local-gov,status_Never-married,Exec-managerial,Male,<=50K
29.0,10.0,40.0,Private,status_Married-civ-spouse,Exec-managerial,Male,<=50K
21.0,9.0,35.0,Private,status_Never-married,Other-service,Male,<=50K
21.0,6.0,40.0,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
48.0,12.0,45.0,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
17.0,6.0,20.0,Private,status_Never-married,Other-service,Female,<=50K
32.0,7.533946990966797,40.0,Private,status_Separated,Other-service,Female,<=50K
66.00000000000001,9.0,40.0,Private,status_Separated,Machine-op-inspct,Male,<=50K
57.00000000000001,12.74494981765747,48.0,Self-emp-not-inc,status_Married-civ-spouse,Sales,Male,<=50K
45.00000000000001,14.0,35.0,Local-gov,status_Divorced,Prof-specialty,Female,<=50K
45.00000000000001,11.903348624706268,8.0,Private,status_Married-civ-spouse,Prof-specialty,Male,<=50K
29.0,13.0,50.00000000000001,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
36.0,10.0,40.0,Private,status_Married-civ-spouse,Machine-op-inspct,Male,<=50K
19.0,10.0,4.0,Private,status_Never-married,Other-service,Female,<=50K
30.0,10.165680408477783,62.0,Private,status_Divorced,Adm-clerical,Female,<=50K
18.0,9.0,20.0,Private,status_Never-married,Craft-repair,Female,<=50K
58.99999999999999,10.586307108402252,20.0,Self-emp-not-inc,status_Divorced,Prof-specialty,Male,<=50K
44.0,9.0,59.99999999999999,Self-emp-inc,status_Married-civ-spouse,Sales,Female,<=50K
38.99999999999999,9.0,44.0,Private,status_Never-married,Tech-support,Male,<=50K
38.99999999999999,8.0,40.7770523428917,Private,status_Married-civ-spouse,Transport-moving,Male,>50K
46.0,10.0,59.99999999999999,Private,status_Widowed,Adm-clerical,Female,<=50K
28.0,13.0,14.999999999999998,Private,status_Married-civ-spouse,Other-service,Female,<=50K
72.0,7.0,31.618194937705997,Private,status_Widowed,Adm-clerical,Female,<=50K
46.99999999999999,13.0,50.00000000000001,Self-emp-inc,status_Married-civ-spouse,Exec-managerial,Male,>50K
34.0,7.0,59.99999999999999,Private,status_Divorced,Transport-moving,Male,<=50K
30.0,10.36002790927887,40.0,Private,status_Never-married,Handlers-cleaners,Male,<=50K
24.0,13.0,45.0,Private,status_Married-civ-spouse,Sales,Male,>50K
30.0,13.0,40.0,Private,status_Never-married,Prof-specialty,Male,<=50K
34.0,10.0,40.0,Private,status_Married-civ-spouse,Machine-op-inspct,Male,>50K
50.99999999999999,13.0,40.0,Self-emp-inc,status_Married-civ-spouse,Exec-managerial,Male,>50K
41.00000000000001,9.0,40.0,Private,status_Divorced,Transport-moving,Male,<=50K
40.0,9.366655707359314,40.0,Private,status_Married-civ-spouse,Sales,Male,<=50K
52.0,9.0,43.22348392009736,Private,status_Married-civ-spouse,Machine-op-inspct,Male,>50K
32.0,10.0,40.0,Private,status_Never-married,Exec-managerial,Male,<=50K
35.0,9.0,35.0,Private,status_Divorced,Other-service,Female,<=50K
71.0,10.0,46.90093958377839,Self-emp-inc,status_Married-civ-spouse,Exec-managerial,Male,>50K
46.99999999999999,13.0,41.429348230361946,Federal-gov,status_Divorced,Prof-specialty,Male,<=50K
34.0,9.47944438457489,45.0,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
23.0,11.0,40.0,Private,status_Never-married,Tech-support,Male,<=50K
23.0,10.0,24.0,Private,status_Never-married,Adm-clerical,Female,<=50K
38.0,13.0,45.0,Private,status_Married-civ-spouse,Prof-specialty,Male,>50K
38.99999999999999,16.0,40.0,Self-emp-not-inc,status_Divorced,Adm-clerical,Male,<=50K
27.0,15.0,12.0,Private,status_Divorced,Prof-specialty,Female,<=50K
38.0,9.47992718219757,40.0,Private,status_Divorced,Craft-repair,Male,<=50K
27.0,13.0,36.0,Private,status_Never-married,Prof-specialty,Female,<=50K
29.0,10.900004863739014,18.0,Private,status_Married-civ-spouse,Sales,Female,<=50K
33.0,10.37548816204071,40.0,Private,status_Married-civ-spouse,Tech-support,Male,<=50K
62.00000000000001,13.0,59.99999999999999,Private,status_Married-civ-spouse,Sales,Male,>50K
34.0,7.0,40.0,Private,status_Never-married,Machine-op-inspct,Male,<=50K
42.99999999999999,10.0,70.0,Self-emp-inc,status_Married-civ-spouse,Exec-managerial,Male,>50K
48.0,12.989237368106842,29.999999999999996,Self-emp-not-inc,status_Married-civ-spouse,Exec-managerial,Male,>50K
46.99999999999999,15.0,40.0,Self-emp-not-inc,status_Married-civ-spouse,Prof-specialty,Male,>50K
22.0,13.0,29.999999999999996,Private,status_Never-married,Exec-managerial,Female,<=50K
46.99999999999999,9.0,40.0,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
61.00000000000001,4.0,40.0,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
23.0,13.0,40.0,Private,status_Never-married,Handlers-cleaners,Male,<=50K
60.0,13.0,42.643245756626136,State-gov,status_Divorced,Prof-specialty,Female,<=50K
34.0,9.0,40.0,Private,status_Never-married,Transport-moving,Male,<=50K
70.00000000000001,12.396355628967285,16.0,Self-emp-inc,status_Married-civ-spouse,Exec-managerial,Male,<=50K
17.0,7.0,29.999999999999996,Private,status_Never-married,Handlers-cleaners,Male,<=50K
58.99999999999999,15.0,25.000000000000004,Self-emp-not-inc,status_Married-civ-spouse,Sales,Male,<=50K
25.0,12.881403625011444,20.0,Private,status_Never-married,Sales,Male,<=50K
34.0,13.0,40.0,Local-gov,status_Married-civ-spouse,Protective-serv,Male,>50K
72.0,10.0,35.0,Self-emp-not-inc,status_Married-civ-spouse,Craft-repair,Male,<=50K
46.99999999999999,7.0,58.00000000000001,Private,status_Married-civ-spouse,Adm-clerical,Male,<=50K
