age,education_num,hours_per_week,workclass,marital_status,occupation,sex,income
45,9.0,41.019996643066406,workclass_Private,marital_status_Divorced,occupation_Other-service,sex_Female,income_<=50K
41,10.498687744140625,40.0,workclass_Private,marital_status_Married-civ-spouse,occupation_Exec-managerial,sex_Male,income_>50K
32,9.0,40.0,workclass_Private,marital_status_Married-civ-spouse,occupation_Craft-repair,sex_Male,income_<=50K
54,6.0,40.0,workclass_Private,marital_status_Married-civ-spouse,occupation_Handlers-cleaners,sex_Male,income_<=50K
36,12.120676040649414,40.0,workclass_Private,marital_status_Married-civ-spouse,occupation_Exec-managerial,sex_Male,income_>50K
39,13.0,40.0,workclass_Private,marital_status_Never-married,occupation_Prof-specialty,sex_Male,income_<=50K
18,7.0,15.0,workclass_Private,marital_status_Never-married,occupation_Sales,sex_Female,income_<=50K
28,13.0,65.0,workclass_Private,marital_status_Never-married,occupation_Sales,sex_Male,income_<=50K
54,10.0,40.0,workclass_Self-emp-not-inc,marital_status_Married-civ-spouse,occupation_Sales,sex_Male,income_<=50K
54,13.0,50.0,workclass_Local-gov,marital_status_Never-married,occupation_Prof-specialty,sex_Male,income_<=50K
36,10.0,48.0,workclass_Private,marital_status_Married-civ-spouse,occupation_Machine-op-inspct,sex_Male,income_<=50K
30,9.0,62.0,workclass_Private,marital_status_Married-civ-spouse,occupation_Exec-managerial,sex_Male,income_<=50K
43,11.0,25.0,workclass_Self-emp-not-inc,marital_status_Divorced,occupation_Exec-managerial,sex_Male,income_<=50K
26,10.0,50.0,workclass_Private,marital_status_Never-married,occupation_Priv-house-serv,sex_Female,income_<=50K
22,10.0,40.0,workclass_Private,marital_status_Never-married,occupation_Tech-support,sex_Female,income_<=50K
47,13.0,50.0,workclass_Private,marital_status_Married-civ-spouse,occupation_Prof-specialty,sex_Male,income_>50K
22,10.0,40.0,workclass_Private,marital_status_Never-married,occupation_Tech-support,sex_Male,income_<=50K
