age,education_num,hours_per_week,sex,marital_status,workclass,occupation,income
45,9,40,Female,Divorced,Private,Other-service,<=50K
41,10,40,Male,Married-civ-spouse,Private,Sales,>50K
32,9,40,Male,Married-civ-spouse,Private,Craft-repair,<=50K
54,7.6,40,Male,Married-civ-spouse,Private,Handlers-cleaners,<=50K
36,13,40,Male,Married-civ-spouse,Private,Exec-managerial,>50K
39,13,40,Male,Never-married,Private,Prof-specialty,<=50K
18,7,15,Female,Never-married,Private,Sales,<=50K
28,13,65,Male,Never-married,Private,Sales,<=50K
54,10,47,Male,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K
54,13,50,Male,Never-married,Local-gov,Prof-specialty,<=50K
36,10,52.2,Male,Married-civ-spouse,Private,Machine-op-inspct,<=50K
30,9,62,Male,Married-civ-spouse,Private,Exec-managerial,<=50K
43,11,25,Female,Divorced,Self-emp-not-inc,Exec-managerial,<=50K
26,10,26.4,Female,Never-married,Private,Priv-house-serv,<=50K
22,10,40,Male,Never-married,Private,Tech-support,<=50K
47,13,50,Male,Married-civ-spouse,Private,Prof-specialty,>50K
35.2,10,40,Male,Never-married,Private,Tech-support,<=50K
30,13,60,Male,Never-married,Private,Prof-specialty,<=50K
37,9,40,Male,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K
35,15,45,Male,Married-civ-spouse,Federal-gov,Prof-specialty,>50K
59,10,46,Male,Married-civ-spouse,Private,Craft-repair,<=50K
37,10,40,Female,Never-married,Private,Tech-support,<=50K
47,9,50,Male,Married-civ-spouse,Private,Adm-clerical,<=50K
27.6,9,25,Male,Never-married,Private,Handlers-cleaners,<=50K
34,9,43.6,Male,Married-civ-spouse,Private,Craft-repair,>50K
34,16,60,Female,Never-married,State-gov,Prof-specialty,<=50K
44,8,36,Male,Never-married,Private,Transport-moving,<=50K
34,16,54,Male,Married-civ-spouse,Private,Prof-specialty,>50K
25,13,50,Male,Never-married,Private,Exec-managerial,<=50K
33,10.8,40,Male,Divorced,Local-gov,Craft-repair,<=50K
35,13,40,Male,Widowed,Private,Adm-clerical,>50K
27,14,43.4,Male,Never-married,Local-gov,Prof-specialty,<=50K
24,9.2,40,Male,Never-married,Private,Craft-repair,<=50K
26.6,11,45,Male,Never-married,Private,Craft-repair,<=50K
27,13,36,Male,Never-married,Private,Tech-support,<=50K
33,3,40,Female,Never-married,Private,Other-service,<=50K
33,10.2,40,Male,Never-married,Private,Adm-clerical,<=50K
23,10,40,Female,Divorced,Private,Sales,<=50K
33,10,40,Male,Married-civ-spouse,Private,Craft-repair,<=50K
45,6,70,Male,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K
45,15,48.6,Male,Married-civ-spouse,Local-gov,Prof-specialty,>50K
35,9,48,Male,Married-civ-spouse,Private,Craft-repair,<=50K
29,7,20,Female,Divorced,Local-gov,Adm-clerical,<=50K
51,15,40,Male,Never-married,Local-gov,Prof-specialty,<=50K
56,9,70,Male,Married-spouse-absent,Self-emp-not-inc,Exec-managerial,<=50K
40,7.2,40,Male,Married-civ-spouse,Private,Transport-moving,<=50K
28,7.2,60,Male,Married-civ-spouse,Private,Craft-repair,<=50K
30,13,40,Male,Never-married,Local-gov,Exec-managerial,<=50K
29,10,40,Male,Married-civ-spouse,Private,Exec-managerial,<=50K
21,9,35,Male,Never-married,Private,Other-service,<=50K
21,9.6,40,Male,Married-civ-spouse,Private,Craft-repair,<=50K
48,12,45,Male,Married-civ-spouse,Private,Craft-repair,<=50K
17,6,49.6,Female,Never-married,Private,Other-service,<=50K
32,5,40,Female,Separated,Private,Other-service,<=50K
66,9,40,Male,Separated,Private,Machine-op-inspct,<=50K
57,9,48,Male,Divorced,Self-emp-not-inc,Sales,<=50K
47.4,14,48.6,Female,Divorced,Local-gov,Prof-specialty,<=50K
45,9,8,Male,Married-civ-spouse,Private,Prof-specialty,<=50K
29,13,50,Male,Married-civ-spouse,Private,Exec-managerial,>50K
36,9,40,Male,Married-civ-spouse,Private,Machine-op-inspct,<=50K
19,10,37.6,Female,Never-married,Private,Other-service,<=50K
30,9,62,Female,Divorced,Private,Adm-clerical,<=50K
18,9,20,Female,Never-married,Private,Craft-repair,<=50K
59,9,20,Male,Divorced,Private,Farming-fishing,<=50K
44,9.6,60,Male,Married-civ-spouse,Private,Sales,<=50K
