File,Method,MissingRate,ARI,OriginalEntropy,OriginalMutInfo,ImputedEntropy,ImputedMutInfo,ClusteringTimeSec,NClusters,NRows,NCols
mice_0.05_imputed.csv,0.05,0.05,NA,1.4952757656735511,0.06560567425538455,NA,NA,6.759166717529297e-4,3,120,8
famd_0.05_imputed.csv,0.05,0.05,NA,1.4952757656735511,0.06560567425538455,NA,NA,0.0012540817260742188,3,120,8
missforest_0.05_imputed.csv,0.05,0.05,NA,1.4952757656735511,0.06560567425538455,NA,NA,7.679462432861328e-4,3,120,8
midas_0.05_pooled.csv,0.05,0.05,NA,1.4952757656735511,0.06560567425538455,NA,NA,6.251335144042969e-4,3,120,8
mice_0.10_imputed.csv,0.10,0.1,NA,1.4952757656735511,0.06560567425538455,NA,NA,6.070137023925781e-4,3,120,8
famd_0.10_imputed.csv,0.10,0.1,NA,1.4952757656735511,0.06560567425538455,NA,NA,0.0011680126190185547,3,120,8
missforest_0.10_imputed.csv,0.10,0.1,NA,1.4952757656735511,0.06560567425538455,NA,NA,0.00090503692626953125,3,120,8
midas_0.10_pooled.csv,0.10,0.1,NA,1.4952757656735511,0.06560567425538455,NA,NA,8.151531219482422e-4,3,120,8
mice_0.15_imputed.csv,0.15,0.15,NA,1.4952757656735511,0.06560567425538455,NA,NA,6.489753723144531e-4,3,120,8
famd_0.15_imputed.csv,0.15,0.15,NA,1.4952757656735511,0.06560567425538455,NA,NA,0.0015189647674560547,3,120,8
missforest_0.15_imputed.csv,0.15,0.15,NA,1.4952757656735511,0.06560567425538455,NA,NA,6.349086761474609e-4,3,120,8
midas_0.15_pooled.csv,0.15,0.15,NA,1.4952757656735511,0.06560567425538455,NA,NA,6.859302520751953e-4,3,120,8
