age,education_num,hours_per_week,sex,marital_status,workclass,occupation,income
45,9,40,Female,Divorced,Private,Other-service,<=50K
41,10,40,Male,Married-civ-spouse,Private,Craft-repair,>50K
32,9,40,Male,Married-civ-spouse,Private,Craft-repair,<=50K
54,7.519025793592192,40,Male,Married-civ-spouse,Private,Handlers-cleaners,<=50K
36,13,40,Male,Married-civ-spouse,Private,Exec-managerial,>50K
39,13,40,Male,Never-married,Private,Prof-specialty,<=50K
18,7,15,Female,Never-married,Private,Sales,<=50K
28,13,65,Male,Never-married,Private,Sales,<=50K
54,10,50.58592248568752,Male,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,<=50K
54,13,50,Male,Never-married,Local-gov,Prof-specialty,<=50K
36,10,42.685124232827484,Male,Married-civ-spouse,Private,Machine-op-inspct,<=50K
30,9,62,Male,Married-civ-spouse,Private,Exec-managerial,<=50K
43,11,25,Female,Divorced,Self-emp-not-inc,Exec-managerial,<=50K
26,10,37.67128214900742,Female,Never-married,Private,Priv-house-serv,<=50K
22,10,40,Male,Never-married,Private,Tech-support,<=50K
47,13,50,Male,Married-civ-spouse,Private,Prof-specialty,>50K
27.054709187517528,10,40,Male,Never-married,Private,Tech-support,<=50K
30,13,60,Female,Never-married,Private,Prof-specialty,<=50K
37,9,40,Male,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K
35,15,45,Male,Married-civ-spouse,State-gov,Prof-specialty,>50K
59,7.059535958756859,42.19640293300036,Male,Married-civ-spouse,Private,Craft-repair,<=50K
37,10,40,Female,Divorced,Private,Tech-support,<=50K
47,10.011084893740927,50,Male,Married-civ-spouse,Private,Adm-clerical,>50K
22.30425847146912,9,25,Male,Never-married,Private,Handlers-cleaners,<=50K
34,9,43.407618242943954,Male,Married-civ-spouse,Private,Craft-repair,>50K
34,16,60,Female,Never-married,State-gov,Prof-specialty,<=50K
44,8,36,Male,Never-married,Private,Transport-moving,<=50K
34,16,46.7478617118311,Male,Married-civ-spouse,Private,Prof-specialty,>50K
25,13,50,Male,Never-married,Private,Exec-managerial,<=50K
33,9.463585233417325,40,Male,Divorced,Local-gov,Craft-repair,<=50K
35,13,40,Male,Widowed,Private,Adm-clerical,>50K
27,14,40.27026533274474,Male,Never-married,Local-gov,Prof-specialty,<=50K
24,8.55097794405328,40,Male,Never-married,Private,Craft-repair,<=50K
29.186351722643472,11,45,Male,Never-married,Private,Craft-repair,<=50K
27,13,36,Male,Never-married,Private,Tech-support,<=50K
33,3,40,Female,Never-married,Private,Other-service,<=50K
33,10.340702333145062,40,Male,Never-married,Private,Adm-clerical,<=50K
23,10,40,Female,Divorced,Private,Sales,<=50K
33,10,40,Male,Married-civ-spouse,Private,Machine-op-inspct,<=50K
45,6,70,Male,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K
45,13.635164610788266,44.67265014512632,Male,Married-civ-spouse,Local-gov,Prof-specialty,>50K
42.576363617104946,9,48,Male,Married-civ-spouse,Private,Craft-repair,>50K
29,7,20,Female,Divorced,Local-gov,Other-service,<=50K
51,15,40,Male,Never-married,Local-gov,Prof-specialty,<=50K
56,9,70,Male,Married-spouse-absent,Self-emp-not-inc,Exec-managerial,<=50K
40,7.945314408152366,40,Male,Married-civ-spouse,Private,Transport-moving,<=50K
28,9.244712177434218,60,Male,Married-civ-spouse,Private,Craft-repair,<=50K
30,13,40,Male,Never-married,Local-gov,Exec-managerial,<=50K
29,10,40,Male,Married-civ-spouse,Private,Exec-managerial,<=50K
21,9,35,Male,Never-married,Private,Other-service,<=50K
21,8.196639525355954,40,Male,Married-civ-spouse,Private,Craft-repair,<=50K
48,12,45,Male,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K
17,6,20.872407001813812,Female,Never-married,Private,Other-service,<=50K
32,5,40,Female,Separated,Private,Other-service,<=50K
66,9,40,Male,Separated,Private,Machine-op-inspct,<=50K
57,9,48,Male,Married-civ-spouse,Self-emp-not-inc,Sales,<=50K
46.98272876572124,14,39.822113996799935,Female,Divorced,Local-gov,Prof-specialty,<=50K
45,9,8,Male,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,<=50K
29,13,50,Male,Married-civ-spouse,Private,Exec-managerial,>50K
36,8.755633551406481,40,Male,Married-civ-spouse,Private,Machine-op-inspct,<=50K
19,10,26.597712129091985,Female,Never-married,Private,Other-service,<=50K
30,9,62,Female,Divorced,Private,Adm-clerical,<=50K
18,9,20,Female,Never-married,Private,Craft-repair,<=50K
59,9,20,Male,Married-civ-spouse,Private,Machine-op-inspct,<=50K
44,9.333514705053474,60,Male,Married-civ-spouse,Self-emp-not-inc,Sales,<=50K
39,9,44,Male,Never-married,Private,Tech-support,<=50K
39,9.270085811972667,53.42286617433924,Male,Married-civ-spouse,Private,Transport-moving,>50K
46,10,60,Female,Widowed,Private,Adm-clerical,<=50K
38.63513995590655,13,15,Male,Married-civ-spouse,Private,Other-service,>50K
72,7,40,Female,Widowed,Private,Adm-clerical,<=50K
49.78169832122797,13,50,Male,Married-civ-spouse,Self-emp-inc,Exec-managerial,>50K
34,7,60,Male,Married-civ-spouse,Private,Transport-moving,<=50K
30,8.059879034211018,40,Male,Never-married,Private,Handlers-cleaners,<=50K
46.978468859454736,13,45,Male,Married-civ-spouse,Self-emp-inc,Sales,>50K
30,13,40,Male,Never-married,Private,Prof-specialty,<=50K
48.9428688469635,10,40,Male,Married-civ-spouse,Federal-gov,Craft-repair,>50K
51,12.589847475286934,47.21993702835567,Male,Married-civ-spouse,Self-emp-inc,Exec-managerial,>50K
41,9,40,Male,Married-civ-spouse,Private,Transport-moving,<=50K
39.93678334532837,10,40,Male,Married-civ-spouse,Private,Sales,<=50K
52,9,40,Male,Married-civ-spouse,Private,Machine-op-inspct,>50K
32,8.215859508627785,40,Male,Never-married,Private,Handlers-cleaners,<=50K
35,9,35,Female,Divorced,Private,Other-service,<=50K
71,10,50,Male,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,<=50K
47,12.069319131204193,41.798794311407725,Male,Divorced,Federal-gov,Prof-specialty,<=50K
34,4,45,Male,Married-civ-spouse,Private,Transport-moving,<=50K
23,11,39.165264510154195,Male,Never-married,Private,Tech-support,<=50K
23.487365421281634,10,24,Female,Never-married,Private,Adm-clerical,<=50K
45.21290313037133,13.691453547736955,45,Male,Married-civ-spouse,Local-gov,Prof-specialty,>50K
39,16,40,Male,Divorced,Self-emp-not-inc,Adm-clerical,<=50K
27,15,12,Female,Divorced,Private,Prof-specialty,<=50K
41.26910686254533,10,40,Male,Divorced,Private,Craft-repair,<=50K
31.236140342707525,13,39.20634853917679,Female,Never-married,Private,Prof-specialty,<=50K
29,9,18,Female,Married-civ-spouse,Private,Sales,<=50K
33,9,40,Male,Married-civ-spouse,Private,Tech-support,<=50K
62,13,42.282910110620286,Male,Married-civ-spouse,Private,Sales,>50K
34,7,40,Male,Never-married,Private,Machine-op-inspct,<=50K
43,10,70,Male,Married-civ-spouse,Self-emp-inc,Exec-managerial,>50K
48,10,30,Male,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,>50K
47,15,46.68982093322958,Male,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,>50K
